episode,step,warehouse_1_stock,warehouse_2_stock,action,reward,holding_cost,stockout_cost,order_cost,total_cost,service_level,explanation
2,26,30.0,32.0,7,-7059.0,59.0,0.0,7000.0,7059.0,1.0,Large order 70 units (stock: 30)
2,27,65.0,53.0,3,-4090.0,90.0,0.0,4000.0,4090.0,1.0,Order 30 units (stock: 65)
2,28,101.0,79.0,0,-1119.5,119.5,0.0,1000.0,1119.5,1.0,No order (stock: 101)
2,29,126.0,113.0,0,-124.5,124.5,0.0,0.0,124.5,1.0,No order (stock: 126)
2,30,122.0,127.0,0,-104.0,104.0,0.0,0.0,104.0,1.0,No order (stock: 122)
2,31,90.0,118.0,1,-530.5,30.5,0.0,500.0,530.5,1.0,Order 10 units (stock: 90)
2,32,18.0,43.0,8,-13356.492307692308,0.0,1380.0,7000.0,8380.0,0.46923076923076923,Large order 80 units (stock: 18)
2,33,0.0,0.0,8,-21773.61584158416,0.0,1820.0,8000.0,9820.0,0.09900990099009899,Large order 80 units (stock: 0)
2,34,0.0,0.0,8,-8044.0,44.0,0.0,8000.0,8044.0,1.0,Large order 80 units (stock: 0)
2,35,58.0,30.0,4,-5604.0,104.0,0.0,5500.0,5604.0,1.0,Large order 40 units (stock: 58)
2,36,113.0,95.0,0,-146.0,146.0,0.0,0.0,146.0,1.0,No order (stock: 113)
2,37,156.0,136.0,0,-179.0,179.0,0.0,0.0,179.0,1.0,No order (stock: 156)
2,38,175.0,183.0,0,-161.0,161.0,0.0,0.0,161.0,1.0,No order (stock: 175)
2,39,156.0,166.0,0,-134.0,134.0,0.0,0.0,134.0,1.0,No order (stock: 156)
2,40,127.0,141.0,0,-105.5,105.5,0.0,0.0,105.5,1.0,No order (stock: 127)
2,41,100.0,111.0,0,-78.0,78.0,0.0,0.0,78.0,1.0,No order (stock: 100)
2,42,68.0,88.0,3,-2020.5,20.5,0.0,2000.0,2020.5,1.0,Order 30 units (stock: 68)
2,43,3.0,38.0,8,-15446.003418803419,0.0,1520.0,7000.0,8520.0,0.3504273504273504,Large order 80 units (stock: 3)
2,44,0.0,0.0,8,-19074.41203007519,0.0,1860.0,8000.0,9860.0,0.3007518796992481,Large order 80 units (stock: 0)
2,45,0.0,0.0,8,-8018.5,18.5,0.0,8000.0,8018.5,1.0,Large order 80 units (stock: 0)
2,46,24.0,13.0,8,-8029.0,29.0,0.0,8000.0,8029.0,1.0,Large order 80 units (stock: 24)
2,47,39.0,19.0,6,-7034.0,34.0,0.0,7000.0,7034.0,1.0,Large order 60 units (stock: 39)
2,48,46.0,22.0,5,-6573.5,73.5,0.0,6500.0,6573.5,1.0,Large order 50 units (stock: 46)
2,49,92.0,55.0,1,-2597.0,97.0,0.0,2500.0,2597.0,1.0,Order 10 units (stock: 92)
2,50,102.0,92.0,0,-604.5,104.5,0.0,500.0,604.5,1.0,No order (stock: 102)
2,51,93.0,116.0,1,-562.5,62.5,0.0,500.0,562.5,1.0,Order 10 units (stock: 93)
3,0,50.0,50.0,5,-12346.408465608467,0.0,1780.0,5000.0,6780.0,0.5291005291005291,Large order 50 units (stock: 50)
3,1,0.0,0.0,8,-46957.6,0.0,4660.0,8000.0,12660.0,0.0,Large order 80 units (stock: 0)
3,2,0.0,0.0,8,-20555.699563318776,0.0,2580.0,8000.0,10580.0,0.4366812227074236,Large order 80 units (stock: 0)
3,3,0.0,0.0,8,-8016.0,16.0,0.0,8000.0,8016.0,1.0,Large order 80 units (stock: 0)
3,4,9.0,23.0,8,-11910.786516853934,0.0,1500.0,8000.0,9500.0,0.7191011235955056,Large order 80 units (stock: 9)
3,5,0.0,0.0,8,-13429.606504065041,0.0,1720.0,8000.0,9720.0,0.6504065040650406,Large order 80 units (stock: 0)
